         2011094 function calls (1975504 primitive calls) in 3.133 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       30    0.000    0.000    0.000    0.000 core.py:4416(<genexpr>)
       26    0.000    0.000    0.000    0.000 core.py:4417(<genexpr>)
    26/14    0.000    0.000    0.001    0.000 core.py:4425(parseImpl)
        8    0.000    0.000    0.000    0.000 core.py:4464(_generateDefaultName)
       30    0.000    0.000    0.000    0.000 core.py:4465(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:4491(Each)
        1    0.000    0.000    0.000    0.000 core.py:451(DebugActions)
      239    0.001    0.000    0.001    0.000 core.py:456(__init__)
        1    0.000    0.000    0.000    0.000 core.py:4667(ParseElementEnhance)
       64    0.000    0.000    0.001    0.000 core.py:4672(__init__)
       33    0.000    0.000    0.000    0.000 core.py:4695(recurse)
    38/18    0.000    0.000    0.001    0.000 core.py:4698(parseImpl)
     28/7    0.000    0.000    0.003    0.000 core.py:4715(leave_whitespace)
     23/6    0.000    0.000    0.001    0.000 core.py:4741(streamline)
       10    0.000    0.000    0.000    0.000 core.py:4767(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 core.py:4777(IndentedBlock)
        1    0.000    0.000    0.000    0.000 core.py:4783(_Indent)
        1    0.000    0.000    0.000    0.000 core.py:4789(_IndentGreater)
        1    0.000    0.000    0.000    0.000 core.py:4841(AtStringStart)
      200    0.000    0.000    0.000    0.000 core.py:485(mayReturnEmpty)
        1    0.000    0.000    0.000    0.000 core.py:4862(AtLineStart)
        1    0.000    0.000    0.000    0.000 core.py:4895(FollowedBy)
        1    0.000    0.000    0.000    0.000 core.py:4918(__init__)
        1    0.000    0.000    0.000    0.000 core.py:4931(PrecededBy)
        1    0.000    0.000    0.000    0.000 core.py:5012(Located)
        1    0.000    0.000    0.000    0.000 core.py:5054(NotAny)
        3    0.000    0.000    0.000    0.000 core.py:5079(__init__)
        3    0.000    0.000    0.000    0.000 core.py:5093(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 core.py:5097(_MultipleMatch)
        8    0.000    0.000    0.000    0.000 core.py:5098(__init__)
        8    0.000    0.000    0.000    0.000 core.py:5113(stopOn)
       22    0.000    0.000    0.001    0.000 core.py:5119(parseImpl)
        1    0.000    0.000    0.000    0.000 core.py:5174(OneOrMore)
        1    0.000    0.000    0.000    0.000 core.py:5202(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 core.py:5206(ZeroOrMore)
        6    0.000    0.000    0.000    0.000 core.py:5220(__init__)
       20    0.000    0.000    0.001    0.000 core.py:5230(parseImpl)
        4    0.000    0.000    0.000    0.000 core.py:5236(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 core.py:5240(DelimitedList)
        1    0.000    0.000    0.000    0.000 core.py:5241(__init__)
      443    0.000    0.000    0.003    0.000 core.py:526(copy)
        1    0.000    0.000    0.000    0.000 core.py:5305(_NullToken)
        1    0.000    0.000    0.000    0.000 core.py:5313(Opt)
       23    0.000    0.000    0.000    0.000 core.py:5355(__init__)
       22    0.000    0.000    0.001    0.000 core.py:5363(parseImpl)
        4    0.000    0.000    0.000    0.000 core.py:5381(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 core.py:5392(SkipTo)
        1    0.000    0.000    0.000    0.000 core.py:5454(__init__)
        1    0.000    0.000    0.000    0.000 core.py:5478(_update_ignorer)
        1    0.000    0.000    0.000    0.000 core.py:5544(Forward)
        2    0.000    0.000    0.000    0.000 core.py:555(set_results_name)
        1    0.000    0.000    0.000    0.000 core.py:5813(TokenConverter)
       27    0.000    0.000    0.000    0.000 core.py:5818(__init__)
        1    0.000    0.000    0.000    0.000 core.py:5823(Combine)
        8    0.000    0.000    0.003    0.000 core.py:5842(__init__)
        1    0.000    0.000    0.000    0.000 core.py:5880(Group)
        8    0.000    0.000    0.000    0.000 core.py:589(_setResultsName)
        4    0.000    0.000    0.000    0.000 core.py:5901(__init__)
       12    0.000    0.000    0.000    0.000 core.py:5906(postParse)
        1    0.000    0.000    0.000    0.000 core.py:5917(Dict)
        1    0.000    0.000    0.000    0.000 core.py:5959(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6004(Suppress)
       14    0.000    0.000    0.000    0.000 core.py:6035(__init__)
        7    0.000    0.000    0.000    0.000 core.py:6040(__add__)
        4    0.000    0.000    0.000    0.000 core.py:6052(postParse)
       12    0.000    0.000    0.000    0.000 core.py:6117(<lambda>)
        2    0.000    0.000    0.001    0.001 core.py:6134(srange)
      101    0.000    0.000    0.000    0.000 core.py:6161(_expanded)
       97    0.000    0.000    0.000    0.000 core.py:6163(<genexpr>)
        2    0.000    0.000    0.000    0.000 core.py:6169(<listcomp>)
        5    0.000    0.000    0.000    0.000 core.py:6175(token_map)
       15    0.000    0.000    0.001    0.000 core.py:620(set_parse_action)
        1    0.000    0.000    0.002    0.002 core.py:6281(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:6591(mvoid)
        1    0.000    0.000    0.000    0.000 core.py:6788(MaskedConstant)
        4    0.000    0.000    0.000    0.000 core.py:6792(__has_singleton)
        1    0.000    0.000    0.000    0.000 core.py:6798(__new__)
        1    0.000    0.000    0.000    0.000 core.py:6816(__array_finalize__)
        2    0.000    0.000    0.000    0.000 core.py:6888(__setattr__)
        1    0.000    0.000    0.000    0.000 core.py:6981(_extrema_operation)
       30    0.000    0.000    0.000    0.000 core.py:699(<genexpr>)
        2    0.000    0.000    0.000    0.000 core.py:6990(__init__)
       15    0.000    0.000    0.001    0.000 core.py:701(<listcomp>)
        3    0.000    0.000    0.000    0.000 core.py:708(add_parse_action)
        1    0.000    0.000    0.000    0.000 core.py:7090(_frommethod)
       26    0.000    0.000    0.000    0.000 core.py:7101(__init__)
       26    0.000    0.000    0.000    0.000 core.py:7107(getdoc)
        3    0.000    0.000    0.000    0.000 core.py:714(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:720(add_condition)
      158    0.000    0.000    0.000    0.000 core.py:794(preParse)
        1    0.000    0.000    0.000    0.000 core.py:80(__compat__)
      156    0.000    0.000    0.000    0.000 core.py:809(postParse)
   306/12    0.001    0.000    0.002    0.000 core.py:813(_parseNoCache)
        1    0.000    0.000    0.000    0.000 core.py:82(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:841(_DomainCheckInterval)
        3    0.000    0.000    0.000    0.000 core.py:850(__init__)
        1    0.000    0.000    0.000    0.000 core.py:866(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:874(__init__)
        1    0.000    0.000    0.000    0.000 core.py:8771(_convert2ma)
       13    0.000    0.000    0.000    0.000 core.py:8784(__init__)
       13    0.000    0.000    0.000    0.000 core.py:8789(getdoc)
       13    0.000    0.000    0.000    0.000 core.py:8801(_replace_return_type)
        1    0.000    0.000    0.000    0.000 core.py:884(_DomainSafeDivide)
        6    0.000    0.000    0.000    0.000 core.py:890(__init__)
        1    0.000    0.000    0.000    0.000 core.py:905(_DomainGreater)
        3    0.000    0.000    0.000    0.000 core.py:911(__init__)
        1    0.000    0.000    0.000    0.000 core.py:921(_DomainGreaterEqual)
        2    0.000    0.000    0.000    0.000 core.py:927(__init__)
        1    0.000    0.000    0.000    0.000 core.py:937(_MaskedUFunc)
       52    0.000    0.000    0.000    0.000 core.py:938(__init__)
        1    0.000    0.000    0.000    0.000 core.py:943(_CacheType)
        1    0.000    0.000    0.000    0.000 core.py:948(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:957(NullCache)
       26    0.000    0.000    0.000    0.000 core.py:966(__init__)
        1    0.000    0.000    0.000    0.000 core.py:97(<listcomp>)
       14    0.000    0.000    0.000    0.000 core.py:970(clear)
     78/4    0.000    0.000    0.001    0.000 core.py:980(_parseCache)
        1    0.000    0.000    0.000    0.000 coroutines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coroutines.py:18(_is_debug_mode)
        1    0.000    0.000    0.000    0.000 coroutines.py:36(CoroWrapper)
        1    0.000    0.000    0.000    0.000 cplex_conif.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cplex_conif.py:206(CPLEX)
        1    0.000    0.000    0.000    0.000 cplex_conif.py:215(name)
        1    0.000    0.000    0.000    0.000 cplex_conif.py:219(import_solver)
        1    0.000    0.000    0.000    0.000 cplex_qpif.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cplex_qpif.py:29(CPLEX)
        1    0.000    0.000    0.000    0.000 cplex_qpif.py:34(name)
        1    0.000    0.000    0.000    0.000 cplex_qpif.py:37(import_solver)
        1    0.000    0.000    0.020    0.020 crackfortran.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:130(DictWriter)
        1    0.000    0.000    0.000    0.000 csv.py:165(Sniffer)
        1    0.000    0.000    0.000    0.000 csv.py:23(Dialect)
        1    0.000    0.000    0.000    0.000 csv.py:54(excel)
        1    0.000    0.000    0.000    0.000 csv.py:64(excel_tab)
        1    0.000    0.000    0.000    0.000 csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 csv.py:80(DictReader)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:179(_ndptr)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:200(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:358(_get_scalar_type_map)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:369(<dictcomp>)
        1    0.000    0.000    0.000    0.000 cummax.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cummax.py:24(cummax)
        1    0.000    0.000    0.000    0.000 cummax_canon.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cumprod.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cumprod.py:25(cumprod)
        1    0.000    0.000    0.000    0.000 cumprod_canon.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cumsum.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cumsum.py:52(cumsum)
        1    0.000    0.000    0.000    0.000 cumsum_canon.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cvar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cvx_attr2constr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cvx_attr2constr.py:105(CvxAttr2Constr)
        1    0.000    0.000    0.000    0.000 cvxopt_conif.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cvxopt_conif.py:43(CVXOPT)
        1    0.000    0.000    0.000    0.000 cvxopt_conif.py:68(name)
        1    0.000    0.000    0.000    0.000 cvxopt_conif.py:73(import_solver)
        1    0.000    0.000    0.000    0.000 cvxtypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cvxtypes.py:20(version)
        1    0.000    0.000    0.000    0.000 daqp_qpif.py:1(<module>)
        1    0.000    0.000    0.000    0.000 daqp_qpif.py:11(DAQP)
        1    0.000    0.000    0.000    0.000 daqp_qpif.py:58(name)
        1    0.000    0.000    0.000    0.000 daqp_qpif.py:61(import_solver)
        1    0.000    0.000    0.000    0.000 data.py:1(<module>)
       30    0.000    0.000    0.000    0.000 dataclasses.py:1014(<listcomp>)
       30    0.000    0.000    0.000    0.000 dataclasses.py:1040(<listcomp>)
       30    0.000    0.000    0.000    0.000 dataclasses.py:1043(<listcomp>)
       30    0.000    0.000    0.000    0.000 dataclasses.py:1049(<listcomp>)
      156    0.000    0.000    0.000    0.000 dataclasses.py:1098(<genexpr>)
       30    0.000    0.000    0.007    0.000 dataclasses.py:1156(dataclass)
       30    0.000    0.000    0.010    0.000 dataclasses.py:1174(wrap)
        1    0.000    0.000    0.000    0.000 dataclasses.py:178(__repr__)
       30    0.000    0.000    0.000    0.000 dataclasses.py:227(_recursive_repr)
      122    0.000    0.000    0.000    0.000 dataclasses.py:286(__init__)
       22    0.000    0.000    0.000    0.000 dataclasses.py:326(__set_name__)
       30    0.000    0.000    0.000    0.000 dataclasses.py:345(__init__)
      122    0.000    0.000    0.000    0.000 dataclasses.py:367(field)
       30    0.000    0.000    0.000    0.000 dataclasses.py:391(_fields_in_init_order)
      156    0.000    0.000    0.000    0.000 dataclasses.py:395(<genexpr>)
       30    0.000    0.000    0.000    0.000 dataclasses.py:396(<genexpr>)
       65    0.000    0.000    0.000    0.000 dataclasses.py:400(_tuple_str)
       65    0.000    0.000    0.000    0.000 dataclasses.py:409(<listcomp>)
      105    0.000    0.000    0.006    0.000 dataclasses.py:412(_create_fn)
      387    0.000    0.000    0.000    0.000 dataclasses.py:424(<genexpr>)
      126    0.000    0.000    0.000    0.000 dataclasses.py:436(_field_assign)
      128    0.000    0.000    0.000    0.000 dataclasses.py:448(_field_init)
      126    0.000    0.000    0.000    0.000 dataclasses.py:508(_init_param)
       30    0.000    0.000    0.003    0.000 dataclasses.py:527(_init_fn)
       30    0.000    0.000    0.000    0.000 dataclasses.py:547(<dictcomp>)
        1    0.000    0.000    0.000    0.000 dataclasses.py:564(<genexpr>)
       30    0.000    0.000    0.000    0.000 dataclasses.py:572(<listcomp>)
       30    0.000    0.000    0.001    0.000 dataclasses.py:587(_repr_fn)
       30    0.000    0.000    0.000    0.000 dataclasses.py:591(<listcomp>)
        5    0.000    0.000    0.001    0.000 dataclasses.py:598(_frozen_get_del_attr)
       27    0.000    0.000    0.000    0.000 dataclasses.py:602(<genexpr>)
       30    0.000    0.000    0.002    0.000 dataclasses.py:623(_cmp_fn)
        5    0.000    0.000    0.000    0.000 dataclasses.py:637(_hash_fn)
      140    0.000    0.000    0.000    0.000 dataclasses.py:645(_is_classvar)
      140    0.000    0.000    0.000    0.000 dataclasses.py:653(_is_initvar)
      140    0.000    0.000    0.000    0.000 dataclasses.py:659(_is_kw_only)
       66    0.000    0.000    0.000    0.000 dataclasses.py:663(_is_type)
      122    0.000    0.000    0.001    0.000 dataclasses.py:722(_get_field)
      129    0.000    0.000    0.000    0.000 dataclasses.py:817(_set_qualname)
