         2011094 function calls (1975504 primitive calls) in 3.133 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 six.py:119(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:129(_LazyModule)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        1    0.000    0.000    0.000    0.000 six.py:144(MovedAttribute)
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
        1    0.000    0.000    0.000    0.000 six.py:164(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:169(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 six.py:178(__init__)
       53    0.000    0.000    0.000    0.000 six.py:182(_add_module)
        5    0.000    0.000    0.000    0.000 six.py:186(_get_module)
       46    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        2    0.000    0.000    0.000    0.000 six.py:199(__get_module)
        1    0.000    0.000    0.000    0.000 six.py:205(load_module)
        1    0.000    0.000    0.000    0.000 six.py:219(is_package)
        1    0.000    0.000    0.000    0.000 six.py:236(create_module)
        1    0.000    0.000    0.000    0.000 six.py:239(exec_module)
        1    0.000    0.000    0.000    0.000 six.py:245(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:340(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:382(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:402(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:459(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:480(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:498(Module_six_moves_urllib)
        8    0.000    0.000    0.000    0.000 six.py:80(_add_doc)
        3    0.000    0.000    0.000    0.000 six.py:85(_import_module)
        3    0.000    0.000    0.000    0.000 six.py:885(add_metaclass)
        3    0.000    0.000    0.000    0.000 six.py:887(wrapper)
        1    0.000    0.000    0.000    0.000 six.py:91(_LazyDescr)
      134    0.000    0.000    0.000    0.000 six.py:93(__init__)
        3    0.000    0.000    0.000    0.000 six.py:96(__get__)
        1    0.000    0.000    0.000    0.000 slsqp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 soc2psd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 soc2psd.py:27(SOC2PSD)
        1    0.000    0.000    0.000    0.000 soc_canon.py:1(<module>)
        1    0.000    0.000    0.002    0.002 socket.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:211(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        1    0.000    0.000    0.000    0.000 socket.py:662(SocketIO)
      406    0.000    0.000    0.000    0.000 socket.py:78(<lambda>)
      407    0.000    0.000    0.000    0.000 socket.py:83(<lambda>)
      408    0.000    0.000    0.000    0.000 socket.py:88(<lambda>)
      409    0.000    0.000    0.000    0.000 socket.py:93(<lambda>)
        1    0.000    0.000    0.000    0.000 solution.py:1(<module>)
        1    0.000    0.000    0.000    0.000 solution.py:56(Solution)
        1    0.000    0.000    0.000    0.000 solver.py:1(<module>)
        1    0.000    0.000    0.000    0.000 solver.py:23(Solver)
       31    0.000    0.000    0.039    0.001 solver.py:55(is_installed)
        1    0.000    0.000    0.041    0.041 solving_chain.py:1(<module>)
        1    0.000    0.000    0.000    0.000 solving_chain.py:429(SolvingChain)
        1    0.000    0.000    0.000    0.000 sparse_matrix_interface.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sparse_matrix_interface.py:23(SparseMatrixInterface)
        1    0.000    0.000    0.000    0.000 sparsetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 specfun.py:1(<module>)
        1    0.000    0.000    0.000    0.000 special_matrices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spectral.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:1(<module>)
        1    0.000    0.000    0.002    0.002 spines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spines.py:14(Spine)
        1    0.000    0.000    0.000    0.000 spines.py:488(SpinesProxy)
        1    0.000    0.000    0.000    0.000 spines.py:523(Spines)
        1    0.000    0.000    0.000    0.000 spline.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sputils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sqrt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 square.py:1(<module>)
      689    0.001    0.000    0.001    0.000 sre_compile.py:265(_compile_charset)
      689    0.003    0.000    0.004    0.000 sre_compile.py:292(_optimize_charset)
       94    0.000    0.000    0.001    0.000 sre_compile.py:435(_mk_bitmap)
       94    0.000    0.000    0.000    0.000 sre_compile.py:437(<listcomp>)
       17    0.000    0.000    0.000    0.000 sre_compile.py:440(_bytes_to_codes)
     1231    0.001    0.000    0.001    0.000 sre_compile.py:447(_simple)
       36    0.000    0.000    0.000    0.000 sre_compile.py:456(_generate_overlap_table)
      652    0.000    0.000    0.000    0.000 sre_compile.py:477(_get_iscased)
  359/329    0.000    0.000    0.000    0.000 sre_compile.py:485(_get_literal_prefix)
      293    0.000    0.000    0.000    0.000 sre_compile.py:516(_get_charset_prefix)
      341    0.001    0.000    0.004    0.000 sre_compile.py:560(_compile_info)
      682    0.000    0.000    0.000    0.000 sre_compile.py:619(isstring)
      341    0.000    0.000    0.022    0.000 sre_compile.py:622(_code)
      341    0.001    0.000    0.061    0.000 sre_compile.py:783(compile)
      668    0.000    0.000    0.000    0.000 sre_compile.py:81(_combine_flags)
 2632/341    0.008    0.000    0.017    0.000 sre_compile.py:87(_compile)
        1    0.000    0.000    0.000    0.000 sre_parse.py:102(checklookbehindgroup)
      116    0.000    0.000    0.000    0.000 sre_parse.py:1066(expand_template)
     2709    0.001    0.000    0.001    0.000 sre_parse.py:112(__init__)
     5695    0.001    0.000    0.001    0.000 sre_parse.py:161(__len__)
       48    0.000    0.000    0.000    0.000 sre_parse.py:163(__delitem__)
    19391    0.003    0.000    0.005    0.000 sre_parse.py:165(__getitem__)
     1261    0.000    0.000    0.000    0.000 sre_parse.py:169(__setitem__)
     6212    0.001    0.000    0.002    0.000 sre_parse.py:173(append)
 3128/957    0.003    0.000    0.004    0.000 sre_parse.py:175(getwidth)
      342    0.000    0.000    0.001    0.000 sre_parse.py:225(__init__)
    16656    0.004    0.000    0.004    0.000 sre_parse.py:234(__next)
     5897    0.001    0.000    0.002    0.000 sre_parse.py:250(match)
    12797    0.002    0.000    0.005    0.000 sre_parse.py:255(get)
       36    0.000    0.000    0.000    0.000 sre_parse.py:259(getwhile)
      200    0.000    0.000    0.000    0.000 sre_parse.py:268(getuntil)
     3478    0.001    0.000    0.001    0.000 sre_parse.py:287(tell)
        3    0.000    0.000    0.000    0.000 sre_parse.py:289(seek)
      220    0.000    0.000    0.000    0.000 sre_parse.py:296(_class_escape)
      967    0.001    0.000    0.001    0.000 sre_parse.py:356(_escape)
      264    0.000    0.000    0.000    0.000 sre_parse.py:433(_uniq)
 1085/341    0.002    0.000    0.035    0.000 sre_parse.py:436(_parse_sub)
 1369/369    0.013    0.000    0.034    0.000 sre_parse.py:494(_parse)
      341    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
     1913    0.000    0.000    0.000    0.000 sre_parse.py:82(groups)
      614    0.000    0.000    0.001    0.000 sre_parse.py:85(opengroup)
      153    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
      341    0.000    0.000    0.000    0.000 sre_parse.py:928(fix_flags)
      341    0.001    0.000    0.037    0.000 sre_parse.py:944(parse)
      614    0.000    0.000    0.002    0.000 sre_parse.py:97(closegroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:981(parse_template)
        1    0.000    0.000    0.000    0.000 sre_parse.py:99(checkgroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:990(addgroup)
        1    0.000    0.000    0.003    0.003 ssl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:1002(SSLSocket)
      128    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
      128    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
      128    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
      128    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
      128    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
      128    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:154(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:159(TLSVersion)
        1    0.000    0.000    0.000    0.000 ssl.py:169(_TLSContentType)
        1    0.000    0.000    0.000    0.000 ssl.py:183(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 ssl.py:224(_TLSMessageType)
        1    0.000    0.000    0.000    0.000 ssl.py:452(_ASN1Object)
        4    0.000    0.000    0.000    0.000 ssl.py:457(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:473(Purpose)
        1    0.000    0.000    0.000    0.000 ssl.py:480(SSLContext)
        1    0.000    0.000    0.000    0.000 ssl.py:841(SSLObject)
       15    0.000    0.000    0.000    0.000 ssl.py:996(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 sslproto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sslproto.py:283(_SSLProtocolTransport)
        1    0.000    0.000    0.000    0.000 sslproto.py:35(_SSLPipe)
        1    0.000    0.000    0.000    0.000 sslproto.py:409(SSLProtocol)
        1    0.000    0.000    0.000    0.000 stackplot.py:1(<module>)
        1    0.000    0.000    0.001    0.001 staggered.py:1(<module>)
        2    0.000    0.000    0.000    0.000 stats.py:1(<module>)
        1    0.000    0.000    0.001    0.001 std.py:1(<module>)
        1    0.000    0.000    0.000    0.000 std.py:131(Bar)
        1    0.000    0.000    0.000    0.000 std.py:214(EMA)
        1    0.000    0.000    0.000    0.000 std.py:245(tqdm)
        1    0.000    0.000    0.000    0.000 std.py:32(TqdmTypeError)
        1    0.000    0.000    0.000    0.000 std.py:36(TqdmKeyError)
        1    0.000    0.000    0.000    0.000 std.py:40(TqdmWarning)
        1    0.000    0.000    0.000    0.000 std.py:52(TqdmExperimentalWarning)
        1    0.000    0.000    0.000    0.000 std.py:57(TqdmDeprecationWarning)
        1    0.000    0.000    0.000    0.000 std.py:62(TqdmMonitorWarning)
        1    0.000    0.000    0.000    0.000 std.py:67(TRLock)
        1    0.000    0.000    0.000    0.000 std.py:76(TqdmDefaultWriteLock)
        1    0.000    0.000    0.002    0.002 stl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stl.py:24(Mode)
        1    0.000    0.000    0.000    0.000 stl.py:51(BaseStl)
        1    0.000    0.000    0.000    0.000 streamplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streamplot.py:249(StreamplotSet)
        1    0.000    0.000    0.000    0.000 streamplot.py:259(DomainMap)
        1    0.000    0.000    0.000    0.000 streamplot.py:322(Grid)
        1    0.000    0.000    0.000    0.000 streamplot.py:380(StreamMask)
        1    0.000    0.000    0.000    0.000 streamplot.py:434(InvalidIndexError)
        1    0.000    0.000    0.000    0.000 streamplot.py:438(TerminateTrajectory)
        1    0.000    0.000    0.000    0.000 streamplot.py:510(OutOfBounds)
        1    0.000    0.000    0.000    0.000 streams.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streams.py:117(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 streams.py:181(StreamReaderProtocol)
        1    0.000    0.000    0.000    0.000 streams.py:294(StreamWriter)
        1    0.000    0.000    0.000    0.000 streams.py:374(StreamReader)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:159(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 string.py:69(__init_subclass__)
        1    0.000    0.000    0.000    0.000 strings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 strings.py:52(_override___module__)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        2    0.000    0.000    0.002    0.001 subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:101(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:104(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:115(Process)
        1    0.000    0.000    0.000    0.000 subprocess.py:141(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 subprocess.py:17(SubprocessStreamProtocol)
        1    0.000    0.000    0.000    0.000 subprocess.py:425(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:648(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 subprocess.py:702(Popen)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:328(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 suite.py:375(_DebugResult)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 sum.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sum.py:30(Sum)
        1    0.000    0.000    0.000    0.000 sum_canon.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sum_largest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sum_largest.py:26(sum_largest)
        1    0.000    0.000    0.000    0.000 sum_largest_canon.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sum_smallest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sum_squares.py:1(<module>)
        2    0.000    0.000    0.000    0.000 suppfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suppfunc.py:11(SuppFuncAtom)
        1    0.000    0.000    0.000    0.000 suppfunc.py:97(SuppFunc)
        1    0.000    0.000    0.005    0.005 suppfunc_canon.py:1(<module>)
        1    0.000    0.000    0.001    0.001 symbolic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 symbolic.py:109(OpError)
        1    0.000    0.000    0.000    0.000 symbolic.py:113(Precedence)
        1    0.000    0.000    0.000    0.000 symbolic.py:1283(_Pair)
        1    0.000    0.000    0.000    0.000 symbolic.py:1302(_FromStringWorker)
        1    0.000    0.000    0.000    0.000 symbolic.py:149(ExprWarning)
        1    0.000    0.000    0.000    0.000 symbolic.py:157(Expr)
        1    0.000    0.000    0.000    0.000 symbolic.py:36(Language)
        1    0.000    0.000    0.000    0.000 symbolic.py:45(Op)
        1    0.000    0.000    0.000    0.000 symbolic.py:66(RelOp)
        1    0.000    0.000    0.000    0.000 symbolic.py:96(ArithOp)
        1    0.000    0.000    0.000    0.000 sysconfig.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sysconfig.py:164(_safe_realpath)
        1    0.000    0.000    0.000    0.000 sysconfig.py:185(_is_python_source_dir)
        1    0.000    0.000    0.000    0.000 sysconfig.py:202(is_python_build)
       16    0.000    0.000    0.000    0.000 sysconfig.py:221(_subst_vars)
        2    0.000    0.000    0.000    0.000 sysconfig.py:230(_extend_dict)
        2    0.000    0.000    0.000    0.000 sysconfig.py:238(_expand_vars)
        2    0.000    0.000    0.000    0.000 sysconfig.py:251(_get_preferred_schemes)
        2    0.000    0.000    0.000    0.000 sysconfig.py:283(get_preferred_scheme)
        2    0.000    0.000    0.000    0.000 sysconfig.py:293(get_default_scheme)
        1    0.000    0.000    0.000    0.000 sysconfig.py:425(get_makefile_filename)
        1    0.000    0.000    0.000    0.000 sysconfig.py:438(_get_sysconfigdata_name)
        1    0.000    0.000    0.000    0.000 sysconfig.py:509(_init_posix)
        2    0.000    0.000    0.000    0.000 sysconfig.py:591(get_paths)
        2    0.000    0.000    0.000    0.000 sysconfig.py:603(get_path)
      6/4    0.000    0.000    0.000    0.000 sysconfig.py:611(get_config_vars)
      4/3    0.000    0.000    0.000    0.000 sysconfig.py:700(get_config_var)
        2    0.000    0.000    0.000    0.000 sysconfig.py:88(_getuserbase)
        2    0.000    0.000    0.000    0.000 sysconfig.py:97(joinuser)
        1    0.000    0.000    0.003    0.003 table.py:1(<module>)
        1    0.000    0.000    0.000    0.000 table.py:239(Table)
        1    0.000    0.000    0.000    0.000 table.py:39(Cell)
        1    0.000    0.000    0.000    0.000 tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tasks.py:655(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 tasks.py:75(Task)
        1    0.000    0.000    0.001    0.001 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:271(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:571(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:614(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:816(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:960(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 terminal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 testing.py:126(TestParseResultsAsserts)
        1    0.000    0.000    0.000    0.000 testing.py:17(pyparsing_test)
        1    0.000    0.000    0.000    0.000 testing.py:22(reset_pyparsing_context)
        1    0.000    0.000    0.000    0.000 tests.py:1(<module>)
        1    0.000    0.000    0.002    0.002 texmanager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 texmanager.py:56(TexManager)
        1    0.000    0.000    0.055    0.055 text.py:1(<module>)
        1    0.000    0.000    0.000    0.000 text.py:1384(OffsetFrom)
        1    0.000    0.000    0.000    0.000 text.py:1458(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 text.py:1631(Annotation)
        1    0.000    0.000    0.000    0.000 text.py:80(Text)
        1    0.000    0.000    0.006    0.006 textpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 textpath.py:20(TextToPath)
        1    0.000    0.000    0.000    0.000 textpath.py:26(__init__)
        1    0.000    0.000    0.000    0.000 textpath.py:293(TextPath)
      746    0.002    0.000    0.012    0.000 textwrap.py:422(dedent)
       13    0.000    0.000    0.000    0.000 textwrap.py:473(indent)
      170    0.000    0.000    0.000    0.000 textwrap.py:482(predicate)
      183    0.000    0.000    0.000    0.000 textwrap.py:485(prefixed_lines)
        1    0.000    0.000    0.000    0.000 tfqmr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:103(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:1183(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1301(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 threading.py:1354(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1384(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1386(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1405(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:224(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:359(notify)
        1    0.000    0.000    0.000    0.000 threading.py:389(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:410(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:493(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:534(Event)
        1    0.000    0.000    0.000    0.000 threading.py:545(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:568(set)
        1    0.000    0.000    0.000    0.000 threading.py:622(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:776(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:800(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 threading.py:810(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:816(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:827(__init__)
       11    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:979(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:983(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:986(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 threads.py:1(<module>)
        1    0.000    0.000    0.003    0.003 ticker.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:1062(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 ticker.py:1077(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ticker.py:1124(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 ticker.py:1140(LogitFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1336(EngFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1539(PercentFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:160(_DummyAxis)
        1    0.000    0.000    0.000    0.000 ticker.py:1649(Locator)
        1    0.000    0.000    0.000    0.000 ticker.py:1739(IndexLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1768(FixedLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1813(NullLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1833(LinearLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:188(TickHelper)
        1    0.000    0.000    0.000    0.000 ticker.py:1914(MultipleLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:199(Formatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1995(_Edge_integer)
        1    0.000    0.000    0.000    0.000 ticker.py:2042(MaxNLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2330(LogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2516(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:263(NullFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:2670(AsinhLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:271(FixedFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:2762(LogitLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2908(AutoLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2930(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:305(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:333(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:357(_UnicodeMinusFormat)
        1    0.000    0.000    0.000    0.000 ticker.py:369(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:397(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:853(LogFormatter)
        1    0.000    0.000    0.000    0.000 tighten.py:1(<module>)
        1    0.000    0.000    0.001    0.001 time.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeit.py:84(Timer)
        1    0.000    0.000    0.000    0.000 tnc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:297(detect_encoding)
        2    0.000    0.000    0.000    0.000 tokenize.py:321(read_or_stop)
        2    0.000    0.000    0.000    0.000 tokenize.py:327(find_cookie)
        1    0.000    0.000    0.000    0.000 tokenize.py:390(open)
        1    0.000    0.000    0.000    0.000 total_variation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tr_interior_point.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tr_interior_point.py:23(BarrierSubproblem)
        1    0.000    0.000    0.000    0.000 tr_inv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tr_inv.py:28(tr_inv)
        1    0.000    0.000    0.000    0.000 tr_inv_canon.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trace.py:26(trace)
        1    0.000    0.000    0.000    0.000 trace_canon.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.001    0.001 traceback.py:216(extract_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:243(FrameSummary)
        2    0.000    0.000    0.000    0.000 traceback.py:259(__init__)
        2    0.000    0.000    0.000    0.000 traceback.py:288(__getitem__)
       17    0.000    0.000    0.000    0.000 traceback.py:298(__len__)
        4    0.000    0.000    0.001    0.000 traceback.py:301(line)
        3    0.000    0.000    0.000    0.000 traceback.py:309(walk_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:335(StackSummary)
        1    0.000    0.000    0.001    0.001 traceback.py:338(extract)
        1    0.000    0.000    0.000    0.000 traceback.py:457(TracebackException)
        1    0.000    0.000    0.000    0.000 traceback.py:87(_Sentinel)
        1    0.000    0.000    0.002    0.002 transforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1080(TransformedBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1155(LockableBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1276(Transform)
       38    0.000    0.000    0.000    0.000 transforms.py:1324(__init_subclass__)
      229    0.000    0.000    0.000    0.000 transforms.py:1329(<genexpr>)
      229    0.000    0.000    0.000    0.000 transforms.py:1335(<genexpr>)
        1    0.000    0.000    0.000    0.000 transforms.py:1685(TransformWrapper)
        1    0.000    0.000    0.000    0.000 transforms.py:1763(AffineBase)
        1    0.000    0.000    0.000    0.000 transforms.py:1813(Affine2DBase)
        1    0.000    0.000    0.000    0.000 transforms.py:1881(Affine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:208(BboxBase)
        1    0.000    0.000    0.000    0.000 transforms.py:2103(IdentityTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2153(_BlendedMixin)
        1    0.000    0.000    0.000    0.000 transforms.py:2171(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2264(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2331(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2445(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2525(BboxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2567(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 transforms.py:2605(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 transforms.py:2626(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 transforms.py:2661(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 transforms.py:2687(_ScaledRotation)
        1    0.000    0.000    0.000    0.000 transforms.py:2706(AffineDeltaTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2739(TransformedPath)
        1    0.000    0.000    0.000    0.000 transforms.py:2810(TransformedPatchPath)
       18    0.000    0.000    0.000    0.000 transforms.py:56(_make_str_method)
        1    0.000    0.000    0.000    0.000 transforms.py:668(Bbox)
        1    0.000    0.000    0.000    0.000 transforms.py:84(TransformNode)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transports.py:148(Transport)
        1    0.000    0.000    0.000    0.000 transports.py:172(DatagramTransport)
        1    0.000    0.000    0.000    0.000 transports.py:197(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 transports.py:251(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 transports.py:46(ReadTransport)
        1    0.000    0.000    0.000    0.000 transports.py:72(WriteTransport)
        1    0.000    0.000    0.000    0.000 transports.py:9(BaseTransport)
        1    0.000    0.000    0.000    0.000 transpose.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transpose.py:26(transpose)
        1    0.000    0.000    0.000    0.000 trf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trf_linear.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trsock.py:5(TransportSocket)
